en_word;tr_meaning;pos;example_en;example_tr;synonyms_raw;antonyms_raw;level;tags_raw;notes
countless;sayısız;adj.;There are countless stars in the sky.;Gökyüzünde sayısız yıldız var.;"numerous; infinite; myriad";"few; limited; countable";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
country;ülke, memleket;n.;Italy is a country famous for its rich history, art, and cuisine.;İtalya, zengin tarihi, sanatı ve mutfağıyla ünlü bir ülkedir.;"nation; state; land";-;A1;"noun; vocabulary; basic";Temel seviye kelime. Günlük iletişimde sık kullanılır.
coup;"darbe; başarılı bir iş, başarılı hareket";n.;The military, led by a group of high-ranking generals, successfully seized control of the government in a bloodless coup, overthrowing the civilian president.;Ordu, bir grup üst düzey generalin önderliğinde, kansız bir darbeyle hükümetin kontrolünü başarıyla ele geçirdi ve sivil cumhurbaşkanını devirdi.;"overthrow; takeover; achievement";-;C1;"noun; vocabulary; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
coupe;Spor Araba;n.;He drives a stylish red coupe that turns heads wherever he goes.;Nereye giderse gitsin dikkatleri üzerine çeken şık bir spor araba kullanıyor.;"sports car; two-door car";sedan;B2;"yds; yokdil; automotive";İki kapılı, genellikle spor otomobil.
coupon;Kupon;n.;This coupon entitles you to a twenty percent discount on your next purchase.;Bu kupon, bir sonraki alışverişinizde yüzde yirmi indirim hakkı sağlar.;"voucher; token; ticket";-;B1;"yds; yokdil; business";İndirim veya bedava ürün hakkı sağlayan belge.
course;kurs, yol, rota;n.;I'm taking a course in digital marketing to improve my skills.;Becerilerimi geliştirmek için dijital pazarlama kursu alıyorum.;"class; route; path";-;A1;"noun; vocabulary; basic";Temel seviye kelime. Günlük iletişimde sık kullanılır.
course of action;davranış biçimi, hareket biçimi, eylem planı;n.;After a long discussion, the committee finally agreed on the best course of action to resolve the conflict.;Uzun bir tartışmanın ardından komite nihayet anlaşmazlığı çözmek için en iyi hareket tarzında karar kıldı.;"plan; procedure; approach";inaction;C1;"yds; yökdil";Belirli bir durumda izlenecek yol veya yöntem.
courteous;nazik, kibar, zarif;adj.;It is always important to be courteous to customer service representatives, as they are more likely to help you if you treat them with respect.;Müşteri hizmetleri temsilcilerine karşı her zaman kibar olmak önemlidir, çünkü onlara saygılı davranırsanız size yardım etme olasılıkları daha yüksektir.;"polite; respectful; gracious";"rude; discourteous; impolite";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
cover;kaplamak, içermek;v.;The comprehensive travel insurance policy will cover any unexpected medical expenses you incur while abroad.;Kapsamlı seyahat sigortası poliçesi, yurtdışındayken karşılaşacağınız beklenmedik tıbbi masrafları karşılayacaktır.;"include; protect";"exclude; uncover";B1;"verb; action";Orta seviye kelime. Genel iletişimde kullanılır.
coward;korkak, ödlek, yüreksiz;"adj.;n.";He was unfairly labeled a coward simply because he refused to fight, but in reality, his decision was based on strong moral principles, not fear.;Sırf kavga etmeyi reddettiği için haksız yere korkak olarak etiketlendi, ancak gerçekte kararı korkuya değil, güçlü ahlaki ilkelere dayanıyordu.;"craven; timid; fearful";"brave; courageous; heroic";B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
cracker;Kraker;n.;We served cheese with a selection of different crackers at the party.;Partide peyniri çeşitli krakerlerle birlikte servis ettik.;"biscuit; snack; wafer";-;A2;"yds; yokdil; food";Gevrek, tuzlu, genellikle peynirle yenilen bisküvi.
cramp;Kramp;n.;I got a sudden cramp in my leg while swimming and had to get out of the pool.;Yüzerken bacağıma aniden kramp girdi ve havuzdan çıkmak zorunda kaldım.;"spasm; pain; stiffness";-;B2;"yds; yokdil; health";Bir kasın ani, istemsiz ve ağrılı kasılması.
distrust;"güvenmemek, güveni sarsılmak; güvensizlik, kuşku, şüphe";"n.;v.";The longstanding distrust between the two nations has made peace negotiations extremely difficult.;İki ulus arasındaki uzun süredir devam eden güvensizlik, barış müzakerelerini son derece zorlaştırdı.;"mistrust; doubt; suspicion";"trust; confidence; belief";B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
crave;şiddetle arzulamak;v.;After a long week of eating healthy food, she found herself craving a big, juicy hamburger and some french fries.;Uzun bir hafta sağlıklı yiyecekler yedikten sonra, kendini büyük, sulu bir hamburger ve biraz patates kızartmasını şiddetle arzularken buldu.;desire, long for, yearn for;dislike, detest, abhor;B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
create;yaratmak;v.;The new software allows even novice users to easily create professional-looking websites and graphics.;Yeni yazılım, acemi kullanıcıların bile profesyonel görünümlü web siteleri ve grafikler kolayca oluşturmasına olanak tanır.;"make; produce";"destroy; demolish";A2;"verb; action; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
creation;yaratma, oluşum;n.;The creation of a new park will provide a green space for the community.;Yeni bir parkın oluşturulması, topluma yeşil bir alan sağlayacak.;"formation; invention; production";destruction;B1;"noun; vocabulary";Orta seviye kelime. Genel iletişimde kullanılır.
creative;yaratıcı;adj.;She came up with a very creative marketing campaign that significantly boosted the brand's popularity.;Markanın popülaritesini önemli ölçüde artıran çok yaratıcı bir pazarlama kampanyasıyla geldi.;"inventive; imaginative; original";"unimaginative; uncreative";B1;"adjective; description";Orta seviye kelime. Genel iletişimde kullanılır.
creatively;yaratıcı bir şekilde;adv.;The children expressed themselves creatively through drawing and storytelling.;Çocuklar kendilerini resim çizerek ve hikaye anlatarak yaratıcı bir şekilde ifade ettiler.;"imaginatively; originally";unimaginatively;B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
creativity;yaratıcılık;n.;The job requires a high level of creativity and problem-solving skills.;İş, yüksek düzeyde yaratıcılık ve problem çözme becerisi gerektirir.;"imagination; originality; inventiveness";unimaginativeness;B1;"noun; vocabulary";Orta seviye kelime. Genel iletişimde kullanılır.
creator;yaratıcı;n.;The creator of the famous cartoon character received many awards.;Ünlü çizgi film karakterinin yaratıcısı birçok ödül aldı.;"maker; inventor; originator";destroyer;B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
creature;yaratık;n.;The film is about strange creatures from another planet.;Film, başka bir gezegenden gelen garip yaratıklar hakkında.;"being; animal; monster";-;B1;"noun; vocabulary";Orta seviye kelime. Genel iletişimde kullanılır.
credibility;güvenilirlik;n.;The scandal damaged his credibility.;Skandal onun güvenilirliğine zarar verdi.;"trustworthiness; reliability; believability";"incredibility; doubt";B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
credible;"inanılır; güvenilir";adj.;The police found no credible evidence of a crime.;Polis, bir suça dair güvenilir bir kanıt bulamadı.;"believable; plausible; reliable";"incredible; unbelievable; unreliable";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
doze;"Uyuklamak; Hafif Uyku";"n.;v.";He dozed off in front of the television for a while after a long day at work.;İşte geçen uzun bir günün ardından televizyon karşısında bir süre uyukladı.;"nap; snooze; sleep lightly";wake;B2;"yds; yokdil; actions";Hafifçe uyumak, kestirmek.
crew;mürettebat, ekip;n.;The ship's crew worked hard to ensure the passengers had a comfortable journey.;Gemi mürettebatı, yolcuların rahat bir yolculuk geçirmesini sağlamak için çok çalıştı.;"team; staff; personnel";-;B1;"noun; vocabulary";Orta seviye kelime. Genel iletişimde kullanılır.
criminal;"suçlu; yasadışı";adj.;The organization was involved in various criminal activities, including money laundering and fraud.;Örgüt, kara para aklama ve dolandırıcılık da dahil olmak üzere çeşitli suç faaliyetlerinde bulunuyordu.;"illegal; unlawful; illicit";"lawful; legal; innocent";B1;"adjective; description";Orta seviye kelime. Genel iletişimde kullanılır.
cripple;sakat bırakmak, felç etmek;v.;The sudden economic crisis crippled the country's financial system and led to widespread unemployment.;Ani ekonomik kriz, ülkenin mali sistemini felç etti ve yaygın işsizliğe yol açtı.;disable, paralyze, immobilize;strengthen, enable;C1;"verb; action; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
crisis;Kriz;n.;The country is facing an economic crisis with rising unemployment and inflation.;Ülke, artan işsizlik ve enflasyonla birlikte ekonomik bir krizle karşı karşıya.;"emergency; disaster; catastrophe";"stability; calm";B2;"yds; yokdil; economy";Çok zor veya tehlikeli bir durum veya dönem.
crisp;"İnce; Kaş";adj.;The autumn leaves were dry and crisp under our feet as we walked through the park.;Parkta yürürken sonbahar yaprakları ayaklarımızın altında kuru ve gevrek idi.;"sharp; clear; brisk";"soft; vague";B2;"yds; yokdil; adjectives";"Sert ve kolay kırılır; veya (hava) serin ve canlandırıcı."
critical;"kritik; hassas; önemli";adj.;The aid arrived at a critical moment when the situation was about to get completely out of hand.;Yardım, durum tamamen kontrolden çıkmak üzereyken kritik bir anda ulaştı.;"crucial; vital; essential";"uncritical; unimportant";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
crocodile;Afrika Timsahı;n.;The crocodile lay motionless in the muddy water, waiting for its prey.;Timsah, avını bekleyerek çamurlu suda hareketsiz yatıyordu.;"alligator; reptile; cayman";-;A2;"yds; yokdil; animals";Büyük, güçlü çeneleri olan sürüngen.
cross out;üstünü çizmek, silmek, listeden silmek;phr. v.;Please cross out the incorrect answers and write the correct ones clearly next to them.;Lütfen yanlış cevapların üstünü çizin ve doğru olanları yanlarına net bir şekilde yazın.;"delete; erase; cancel; eliminate";"keep; retain; include";B1;"verb; action";Bir şeyi geçersiz kılmak için üzerine çizgi çekmek.
crossword;Çapraz Bulmaca;n.;He enjoys doing the crossword puzzle in the newspaper every morning.;Her sabah gazetedeki çapraz bulmacayı çözmekten hoşlanır.;"puzzle; word game; brainteaser";-;B1;"yds; yokdil; games";Harflerin karelere yazıldığı kelime bulmacası.
crow;"Karga; Horoz Ötüşü";n.;A loud crow woke me up early in the morning outside my window.;Penceremin dışında yüksek bir horoz ötüşü beni sabah erkenden uyandırdı.;-;-;B1;"yds; yokdil; animals";Siyah tüylü, yüksek sesle öten kuş.
crucial;önemli;adj.;The effective protection of tropical rainforests plays a truly crucial role in maintaining global ecological balance.;Tropikal yağmur ormanlarının etkin bir şekilde korunması, küresel ekolojik dengenin korunmasında gerçekten çok önemli bir rol oynamaktadır.;"critical; vital";"unimportant; trivial";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
crude;"ham, işlenmemiş, arıtılmamış; kaba saba, inceliksiz";adj.;The company specializes in transporting crude oil from the drilling site to the refinery.;Şirket, ham petrolü sondaj sahasından rafineriye taşıma konusunda uzmanlaşmıştır.;"raw; unrefined; vulgar";"refined; polished; sophisticated";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
crude oil;ham petrol;n.;Crude oil is a naturally occurring, unrefined petroleum product composed of hydrocarbon deposits and other organic materials, which must be processed to create useful fuels.;Ham petrol, faydalı yakıtlar oluşturmak için işlenmesi gereken, doğal olarak oluşan, rafine edilmemiş bir petrol ürünüdür ve hidrokarbon yatakları ile diğer organik maddelerden oluşur.;petroleum, unrefined oil;refined oil;B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
cruel;zalim, acımasız, gaddar;adj.;It was cruel to keep the dog chained up outside in such freezing weather without any shelter or warm place to sleep.;Köpeği böyle dondurucu havada, hiçbir barınak veya sıcak uyuyacak bir yer olmadan dışarıda zincirlemek zalimceydi.;"brutal; harsh; mean";"kind; merciful; compassionate";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
